Name,Rating,Review,Tags
This Hallowed Ground: The Story of the Union Side of the Civil War,4.33,Very good,History
Murphy's Law,3.86,Very good,Mystery
Go,3.8,Very good,Fiction
Guilt By Silence,3.49,Good,Mystery
Toward Amnesia,3.45,Good,Fiction
Richard Scarry's Best Word Book Ever,4.32,Very good,Childrens-Picture Books
The Cheating Culture: Why More Americans Are Doing Wrong to Get Ahead,3.37,Good,Nonfiction
Blitzfreeze,3.99,Very good,War
"Filled With The Spirit, Understanding Gods Power in your life",4.34,Very good,Christian
Azizler ve Ãlimler,3.83,Very good,Fiction
Divine One,3.84,Very good,Young Adult
Rapture in Death,4.27,Very good,Mystery
Family Tree,3.56,Very good,Fiction
Punish the Sinners,3.82,Very good,Horror
Shadow Children (Boxed Set): Among the Hidden; Among the Impostors; Among the Betrayed; Among the Barons,4.31,Very good,Science Fiction-Dystopia
"Columbus and Other Cannibals: The Wetiko Disease of Exploitation, Imperialism, and Terrorism",4.3,Very good,History
Sisters of the Earth: Women's Prose and Poetry About Nature,4.31,Very good,Poetry
Dragongirl,4.04,Very good,Fantasy
Heat,3.91,Very good,Mystery
The Secret of the Bulls,3.35,Good,Fiction
The Time Thief,3.92,Very good,Fantasy
The Intruders,3.65,Very good,Thriller
Dragonseye,4.01,Very good,Fantasy
Audrey Rose,3.89,Very good,Horror
Master of the Night,3.88,Very good,Romance-Paranormal Romance
Better To Rest,4.06,Very good,Mystery
Quantas Estrelas Tem o CÃ©u?,3.34,Good,Romance
The Sweetest Fig,4.19,Very good,Childrens-Picture Books
The Wild Child,3.92,Very good,Romance
"Don Quixote, U.S.A.",4.33,Very good,Fiction
Becoming Native to This Place,4.13,Very good,Nonfiction
The God Who Is There,4.18,Very good,Religion-Theology
The Undead Next Door,4.2,Very good,Romance-Paranormal Romance
Things That Are,3.77,Very good,Young Adult
God Speaks,4.5,Excellent,Spirituality
The Dog Days of Charlotte Hayes,3.84,Very good,Realistic Fiction
The Black Pearl,3.48,Good,Fiction
Lightning Bug,3.82,Very good,Fiction
Courage and Consequence: My Life as a Conservative in the Fight,3.76,Very good,Politics
Sphere of Influence,4.04,Very good,Fiction
Crowns of Thorns and Glory: Mary Todd Lincoln and Varina Howell Davis: The Two First Ladies of the Civil War,4.42,Very good,Nonfiction
ã´ã¡ã³ãã¤ã¢é¨å£« 6,4.33,Very good,Sequential Art-Manga
The Psychopathology of Everyday Life,3.86,Very good,Psychology
I Love You This Much: A Song of God's Love [With CD],4.36,Very good,Childrens
Fortune's Fool,3.83,Very good,Fantasy
Exposure,3.82,Very good,Mystery
Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,4.0,Very good,Travel
Dave Barry Slept Here: A Sort of History of the United States,3.98,Very good,Humor
Purebred,3.83,Very good,Animals-Horses
The Sinful Nights of a Nobleman,3.95,Very good,Romance-Historical Romance
"MeruPuri, Vol. 4",4.32,Very good,Sequential Art-Manga
Mary Magdalen: Myth and Metaphor,3.89,Very good,Religion
The Cat Who Sang for the Birds,3.88,Very good,Mystery
Shadow Wave,4.13,Very good,Young Adult
Silken Threads,3.75,Very good,Romance
The Sorcerer's Apprentice,4.23,Very good,Childrens
The Uncanny,3.21,Good,Horror
"The Root of Thought: Unlocking Glia--The Brain Cell That Will Help Us Sharpen Our Wits, Heal Injury, and Treat Brain Disease",3.62,Very good,Nonfiction
The Starkin Crown,3.99,Very good,Fantasy
The Helper,4.24,Very good,Christian
"Farewell, I'm Bound to Leave You",4.18,Very good,Fiction
It Rains in February: A Wife's Memoir of Love and Loss,3.6,Very good,Autobiography-Memoir
Protector of the Realm,3.94,Very good,GLBT-Lesbian
"Batman & Robin, Vol. 1: Batman Reborn",4.09,Very good,Sequential Art-Comics
Elfsorrow,4.01,Very good,Fantasy
The Land of Green Ginger,4.33,Very good,Fantasy
The Whim of the Dragon,3.87,Very good,Fantasy
Shoulda Been a Cowboy,4.32,Very good,Romance
Winnetou IV: Ahli Waris Winnetou,4.06,Very good,Adventure
"A Thousand Lives: The Untold Story of Hope, Deception, and Survival at Jonestown",3.98,Very good,Nonfiction
On a Wicked Dawn,4.06,Very good,Romance
The Blue Flowers,4.04,Very good,Fiction
Mr. Klutz Is Nuts!,4.15,Very good,Humor
The Wedding Quilt,3.77,Very good,Fiction
The Dalai Lamas on Tantra,3.91,Very good,Philosophy-Eastern Philosophy
March Violets,3.82,Very good,Mystery
Sangue do Assassino,4.42,Very good,Fantasy
Mrs. Jeffries and the Feast of St. Stephen,4.05,Very good,Mystery
Chance of a Lifetime,3.73,Very good,Erotica-BDSM
Thereby Hangs a Tail,4.02,Very good,Mystery
Deathbound Subjectivity,4.31,Very good,Philosophy
Others,3.84,Very good,Horror
The Caliph's House: A Year in Casablanca,3.97,Very good,Travel
Illusory love,3.12,Good,Romance
Big Mouth and Ugly Girl,3.44,Good,Young Adult
Outbreak,3.98,Very good,Fiction
Shedrow,3.52,Very good,Suspense
Another Homecoming,3.86,Very good,Christian Fiction
Girl Parts,3.04,Good,Young Adult
Mercy Burns,4.03,Very good,Romance-Paranormal Romance
Have You Met My Ghoulfriend?,3.95,Very good,Horror
When God Whispers Your Name,4.33,Very good,Christian
The Journey Home,3.72,Very good,Fiction
"Ultra Cute, Vol. 9",4.03,Very good,Sequential Art-Manga
Beckoning Light,3.83,Very good,Fantasy
Doctor Who: Blood Harvest,3.61,Very good,Media Tie In-Doctor Who
Thorn,3.74,Very good,Mystery
Portrait of a Starter: An Unhidden Story,3.57,Very good,Science Fiction-Dystopia
The Vampire Hunter's Daughter Collectors Edition,4.21,Very good,Paranormal-Vampires
Woken Furies,4.04,Very good,Science Fiction
The Serial Killer's Apprentice: And 12 Other True Stories of Cleveland's Most Intriguing Unsolved Crimes,3.97,Very good,Crime-True Crime
The Unicorn Dancer,3.84,Very good,Fantasy
Lies Young Women Believe Companion Guide: And the Truth That Sets Them Free,4.14,Very good,Christian
The Inheritance,4.17,Very good,Christian Fiction
Ina May's Guide to Childbirth,4.39,Very good,Parenting
A History of Japan,3.47,Good,History
The Jesus Touch,4.43,Very good,Nonfiction
The Paranoia Plot,3.81,Very good,Young Adult
The Black Unicorn,3.77,Very good,Fantasy
Ferals Volume 1,3.46,Good,Sequential Art-Comics
ÎÏÎ±Î¼ÏÎ¬ ÏÎµÏÎ¬Ï,4.5,Excellent,Sequential Art-Comics
EsmiuÃ§ar os Gato Fedorento,2.5,Moderate,---
1001 Movies You Must See Before You Die,4.06,Very good,Nonfiction
Dialectic of Enlightenment: Philosophical Fragments,4.09,Very good,Philosophy
A Dispensational Theology,5.0,Excellent,Religion-Theology
Dark Star,4.04,Very good,Science Fiction-Dystopia
Reality Chick,3.55,Very good,Young Adult
Orion,3.71,Very good,Science Fiction
Gorgeously Green : 8 Simple Steps to an Earth-Friendly Life,3.82,Very good,Nonfiction
10 Love Poems,3.4,Good,Poetry
Once Upon a Time in Bliss,4.43,Very good,Erotica-BDSM
The Lady Series,3.88,Very good,Romance-Historical Romance
Bang-e-Dara / Ø¨Ø§ÙÚ¯ Ø¯Ø±Ø§,4.52,Excellent,Poetry
The Vampire's Release,4.12,Very good,Fantasy-Paranormal
The Sound of Music,4.38,Very good,Plays
Dungeon Crawlin' Fools,4.25,Very good,Fantasy
Der Weihnachtshund,3.15,Good,Humor
Cloak,3.71,Very good,Fantasy
Calico Palace,4.08,Very good,Historical-Historical Fiction
Pigeon Post,4.2,Very good,Fiction
Fate,4.07,Very good,Romance
So Sure Of Death,4.07,Very good,Mystery
Return to the Island,3.88,Very good,Historical-Historical Fiction
Highland Grace,4.11,Very good,Romance-Historical Romance
Julie the Karate Kid,3.66,Very good,Childrens
The Bridge Over the River Kwai,4.01,Very good,Fiction
Fairacre Affairs Omnibus: Village Centenary; Summer at Fairacre,4.56,Excellent,---
Anti-Intellectualism in American Life,4.15,Very good,History
Ø¹Ù Ø§ÙÙÙØ± ÙØ§ÙØ·ÙÙ,3.68,Very good,Poetry
The Devil's Elixirs,3.84,Very good,Classics
Ø¬ÙØ§ÙØ¹ Ø§ÙÙÙÙ,3.1,Good,Philosophy
Billy Graham: God's Ambassador,4.03,Very good,Biography
Sweet Surrender,3.98,Very good,Romance
Mystery of the Glowing Eye,3.88,Very good,Mystery
Good Enough,3.9,Very good,Young Adult
That Printer of Udell's,4.23,Very good,Fiction
The Gingerbread Man And Golden Goose (Favorite Nursery Tales: Little Golden Book),3.69,Very good,Childrens
BASH,4.06,Very good,---
Bread Upon the Waters,4.02,Very good,Fiction
Siege,4.11,Very good,Thriller
Two Weeks with a SEAL,4.05,Very good,Romance
The Naked Civil Servant,4.05,Very good,Nonfiction
The Laramie Project,4.18,Very good,Plays
Caught Screaming,4.52,Excellent,Poetry
The Magic Labyrinth,3.71,Very good,Science Fiction
Loving,4.28,Very good,Christian Fiction
Escape,3.6,Very good,Fiction
Muerte sin fin,4.56,Excellent,Poetry
Deep Kiss of Winter,4.24,Very good,Romance-Paranormal Romance
"Juan Belmonte, matador de toros: Su vida y sus hazaÃ±as",4.51,Excellent,Biography
Ø§ÙØ¥ØµÙØ§Ø­ Ø§ÙØ¯ÙÙÙ 4,4.1,Very good,History
The Arms of Krupp: The Rise and Fall of the Industrial Dynasty that Armed Germany at War,4.22,Very good,History
Finding Hart,4.32,Very good,Romance
Som jag vill vara,3.48,Good,Young Adult
Ordering Your Private World,4.15,Very good,Christian
Second Person Singular,3.96,Very good,Fiction
Abu Bakar as-Siddiq (R.A),4.43,Very good,Biography
From Gods,3.77,Very good,Fantasy
"Stanley, Flat Again!",3.93,Very good,Childrens
100 Selected Poems,4.31,Very good,Poetry
Malice,3.95,Very good,Romance
Video Vixen,3.59,Very good,Romance
The Ever-After Bird,3.87,Very good,Historical-Historical Fiction
Ø­Ø¨ÙØ¨ Ø¥ÙÙ Ø§ÙØ£Ø¨Ø¯,3.58,Very good,Romance
Reverence,4.26,Very good,Fantasy-Paranormal
Great Short Works of Leo Tolstoy,4.31,Very good,Classics
Monday's Child,3.6,Very good,Womens Fiction-Chick Lit
Falling Stars,3.91,Very good,Romance
The Juliet Club,3.78,Very good,Young Adult
Old Black Fly,3.81,Very good,Childrens-Picture Books
Christmas at Harrington's,4.02,Very good,Holiday-Christmas
Kesrith,3.99,Very good,Science Fiction
Never Goodbye,4.05,Very good,New Adult
Partnership Defense,4.67,Excellent,---
Circle of Redemption,4.59,Excellent,Romance
Biggles Hits the Trail,3.6,Very good,Fiction
Shadows in Flight,3.8,Very good,Science Fiction
"The Adventure of the Empty House (The Return of Sherlock Holmes, #1)",4.15,Very good,Mystery
Muhammad Ali: His Life and Times,4.31,Very good,Biography
Ø³ÙÚ¯ Ø³ÛØ§ÙØ´,3.93,Very good,Literature
The Eighth Tale,3.33,Good,Fan Fiction
Metro 2034,3.48,Good,Science Fiction
The Arrangement: The Ferro Family,4.01,Very good,Romance
ØªÛØ±Û ÛØ§Ø¯ Ø®Ø§Ø± Ú¯ÙØ§Ø¨ ÛÛ (Teri Yaad Khaar-e-Gulaab Hai),3.58,Very good,---
Suddenly Royal,3.89,Very good,Romance
My First Fun Golf Steps (My First Travel Books Series),4.86,Excellent,Childrens
Algorithms Unlocked,4.16,Very good,Science-Computer Science
Green Planet Blues: Four Decades of Global Environmental Politics,3.97,Very good,Nonfiction
Le cronache fantastiche. Delitti - Fantasmi,4.29,Very good,Fiction
La hija del cÃ³nsul,3.77,Very good,Romance
Slumber,3.68,Very good,Fantasy
Scars and Songs,4.28,Very good,Fantasy-Paranormal
Straits of Hell,4.15,Very good,Science Fiction-Alternate History
People of the Moon,4.26,Very good,Historical-Historical Fiction
Perfect Imperfections,4.15,Very good,Romance-M M Romance
The Clockwork Dagger,3.63,Very good,Science Fiction-Steampunk
The Compass Rose,3.71,Very good,Fantasy
Lost Letters,3.86,Very good,---
"Retribution: The Battle for Japan, 1944-45",4.24,Very good,History
The Unofficial Zack Warren Fan Club,3.74,Very good,Sports-Sports
Rain & Fire: A Guide to the Last Dragon Chronicles,3.98,Very good,Fantasy-Dragons
Bewitched,3.8,Very good,Adult Fiction-Erotica
Holding You,4.06,Very good,Romance
Parisians: An Adventure History of Paris,3.67,Very good,History
Wide Awake,3.95,Very good,Young Adult
Phantom Prospect,3.69,Very good,Fantasy
The Complete KÄma-SÅ«tra,3.49,Good,Nonfiction
Amish Forever - The Complete Series (Helping Hands Press Book 13),4.5,Excellent,---
The Double Eagle,3.71,Very good,Thriller
What Do We Know,4.28,Very good,Poetry
The Contract,3.82,Very good,Dark
The Chevalier,4.18,Very good,Historical-Historical Fiction
Nothing Strikes Back!,3.8,Very good,Romance-M M Romance
Separation,4.13,Very good,Romance
Lunch With The Stationmaster,4.33,Very good,Fiction
Darling It's Death,3.54,Very good,Mystery
Avow,4.15,Very good,Fantasy-Paranormal
Sapphire Dream,3.74,Very good,Science Fiction-Time Travel
La Bella Mafia,4.56,Excellent,Urban
The Mikado,3.89,Very good,Plays
The Increment,3.83,Very good,Fiction
Saia,3.35,Good,Asian Literature-Indonesian Literature
No Quest For The Wicked,3.84,Very good,Fantasy
Sunrunner's Fire,4.1,Very good,Fantasy
Starting Point,4.23,Very good,Romance-M M Romance
Vital Sign,4.05,Very good,Romance
"Tough Sh*t: Life Advice from a Fat, Lazy Slob Who Did Good",3.9,Very good,Nonfiction
Rehat Bersama Geng Santri Kocak,3.33,Good,---
Cowboy and the Crow,3.73,Very good,Romance-M M Romance
Crying Wolf: The Return of War to Chechnya,4.21,Very good,Cultural-Russia
The Horror Stories of Robert E. Howard,4.14,Very good,Horror
The Fall of Gods,4.34,Very good,Romance
Impossible,3.63,Very good,Romance
Crazy,3.87,Very good,Young Adult
"Yu-Gi-Oh! Duelist, Vol. 1:  Duelist Kingdom",4.12,Very good,Sequential Art-Manga
Hyinen hauta,4.12,Very good,Fantasy
The Mermaids Singing,3.97,Very good,Mystery
Surface Detail,4.25,Very good,Science Fiction
Shadow,4.24,Very good,War
Diary ng Panget 2,4.51,Excellent,Romance
Ø§ÙØ¥ØµÙØ§Ø­ Ø§ÙØ¯ÙÙÙ 5,3.97,Very good,History
Burn,3.64,Very good,Young Adult
Kari,3.83,Very good,Sequential Art-Graphic Novels
BISIK,3.85,Very good,Novels
The Brightest Star in the Sky,3.67,Very good,Womens Fiction-Chick Lit
Kingdom of Darkness,4.23,Very good,Adventure
The Ladies of Covington Send Their Love,3.9,Very good,Fiction
"Essential Amazing Spider-Man, Vol. 6",4.32,Very good,Sequential Art-Comics
Die Ankunft,3.92,Very good,Fantasy
In the Skin of a Monster,3.72,Very good,Young Adult
He Shall Have Dominion: A Postmillennial Eschatology,4.32,Very good,Religion-Theology
Digital Photography,5.0,Excellent,---
The Kiss,3.87,Very good,Fantasy
Three Days,3.76,Very good,Romance
Jurnal de rÄzboi: 1916-1917,4.69,Excellent,History
Bone Palace Ballet,3.93,Very good,Poetry
How Markets Fail: The Logic of Economic Calamities,4.05,Very good,Economics
The Day of the Dreader,4.15,Very good,Fantasy
Flags in the Dust,3.89,Very good,Fiction
The First Christmas Carol,4.44,Very good,Holiday-Christmas
El coleccionista de lÃ¡grimas,3.92,Very good,Fiction
"It's A Love/Hate Thing, Honey Series 1 - Highschool",3.0,Good,Contemporary
George Washington: The Life of an American Patriot,3.38,Good,History
Men of Maize,4.02,Very good,Fiction
Into the Woods,3.96,Very good,Fantasy
The Quran and Modern Science,4.43,Very good,Religion-Islam
Liability,3.8,Very good,Romance
Lo arcangÃ©lico y otros poemas,3.71,Very good,Poetry
Freedom's Stand,4.34,Very good,Christian Fiction
Old Fashioned,3.95,Very good,Christian Fiction
LÃ¼tt Matten und die weiÃe Muschel,4.25,Very good,Childrens
Learning Good Consent,4.64,Excellent,Nonfiction
ÐÑÐ¸Ð³Ð»Ð°ÑÐµÐ½Ð¸Ðµ Ð½Ð° ÐºÐ°Ð·Ð½Ñ. ÐÐ°Ð¼ÐµÑÐ° Ð¾Ð±ÑÐºÑÑÐ°. ÐÑÑÐ°ÑÐ½Ð¸Ðµ,4.3,Very good,---
Black Flags: The Rise of ISIS,4.35,Very good,Nonfiction
"Emma, Smile and Say ""Cupcake!""",4.21,Very good,Realistic Fiction
The Defining Decade: Why Your Twenties Matter - and How to Make the Most of Them Now,4.14,Very good,Nonfiction
El Senor De Los Anillos Las Dos Torres: Guia De Fotos,4.07,Very good,European Literature-Spanish Literature
Geisterzeilen,4.04,Very good,---
You Belong to Me,4.06,Very good,Romance-Historical Romance
D. Teresa,4.21,Very good,Historical-Historical Fiction
Gizliajans,3.79,Very good,Asian Literature-Turkish Literature
O Corpo Fala,3.63,Very good,Psychology
A Concise Guide to Cats,4.5,Excellent,Nonfiction
Twirled Bond,4.54,Excellent,Romance
L'Olympe des Infortunes,3.34,Good,Fiction
The Hodgeheg,3.98,Very good,Childrens
Traplines,4.03,Very good,Short Stories
Daniel's Desire,3.95,Very good,Romance
A World Lost,4.1,Very good,Fiction
à¤à¤¬à¥à¤¸à¥à¤à¥à¤°à¤¾à¤à¥à¤ à¤à¤¿à¤¨à¥à¤¤à¤¨: à¤ªà¥à¤¯à¤¾à¤ [Abstract Chintan: Pyaj],4.43,Very good,---
Pardonable Lies,4.09,Very good,Mystery
The Advantage: Why Organizational Health Trumps Everything Else in Business,4.17,Very good,Business
The One Hundred Nights of Hero,4.45,Very good,Sequential Art-Graphic Novels
Coin Heist,3.34,Good,Young Adult
O Amor Ã© Fodido,3.35,Good,Romance
"Home, Sweet Tokyo: Life in a Weird and Wonderful City",3.8,Very good,Cultural-Japan
Summary of The Obstacle Is the Way: by Ryan Holiday | Includes Analysis,4.75,Excellent,---
A Wish Made Of Glass,4.1,Very good,Fantasy
Hotel Sorrento,2.87,Moderate,Plays
The Sixty-Eight Rooms,3.7,Very good,Fantasy
With Us,4.04,Very good,Romance
Reckoning: A Memoir,4.09,Very good,Nonfiction
Die Reise zur Wunderinsel,4.31,Very good,European Literature-German Literature
Evening Is the Whole Day,3.63,Very good,Fiction
Three Hearts and Three Lions,3.88,Very good,Fantasy
Cupid and Psyche,4.35,Very good,Childrens-Picture Books
Contagion,3.83,Very good,Young Adult
The Right to Useful Unemployment and Its Professional Enemies,4.04,Very good,Philosophy
Pretend You're Mine,4.27,Very good,Romance
Deadly Design,3.88,Very good,Young Adult
Crystal Therapy: How to Heal and Empower Your Life with Crystal Energy,4.11,Very good,Spirituality
"SELF-DISCIPLINE: ACHIEVE YOUR GOALS AND GAIN SUCCESS IN LIFE THROUGH THE MASTERY OF SELF DISCIPLINE (Self Help, Habits, Procrastination, Self Control, Productivity, Habits)",3.5,Very good,---
The Dead House,3.69,Very good,Horror
The Gospel According to the Son,3.23,Good,Fiction
The Palm-Wine Drinkard,3.85,Very good,Fiction
Street Poison: The Biography of Iceberg Slim,3.7,Very good,Biography
Siegfried,3.65,Very good,Fiction
Super Sons #1,4.32,Very good,Sequential Art-Comics
Adrian Mole: The Prostrate Years,4.04,Very good,Fiction
Little Darlings,3.98,Very good,Childrens
Din zbuciumul captivitÄÅ£ii,3.78,Very good,---
"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, & Baking Biscuits",3.62,Very good,Nonfiction
A Devoted Son,3.58,Very good,Short Stories
Religio Medici & Urne-Buriall,4.16,Very good,Writing-Essays
When Helping Hurts: How to Alleviate Poverty without Hurting the Poor...and Yourself,4.24,Very good,Nonfiction
Stormbringer,4.16,Very good,Fantasy
Mirador de la Memoria,3.67,Very good,---
Physics,3.99,Very good,Philosophy
Fellside,3.56,Very good,Horror
The Hidden Life of Otto Frank,4.14,Very good,Biography
Books of Blood: Volumes 1-6,4.32,Very good,Horror
El libro de Noah,4.12,Very good,Fantasy-Paranormal
"One-Punch Man, Vol. 1",4.49,Very good,Sequential Art-Manga
Sacred Texts of the World,4.33,Very good,Religion
Uma Villa em ItÃ¡lia,3.9,Very good,Mystery
Notes from My Captivity,3.89,Very good,Young Adult
The Girl on the Glider,4.37,Very good,Horror
Reborn,3.91,Very good,Horror
The Past and Other Things That Should Stay Buried,3.62,Very good,Young Adult
